21-08-2017T08:45:00Z,21-08-2017T09:45:00Z,COJ,clma,0m4a
21-08-2017T14:15:00Z,21-08-2017T15:15:00Z,OGG,clma,0m4b
24-08-2017T08:45:00Z,24-08-2017T09:45:00Z,COJ,clma,0m4a
24-08-2017T14:15:00Z,24-08-2017T15:15:00Z,OGG,clma,0m4b
28-08-2017T08:45:00Z,28-08-2017T09:45:00Z,COJ,clma,2m0a
28-08-2017T14:15:00Z,28-08-2017T15:15:00Z,OGG,clma,2m0a
31-08-2017T08:45:00Z,31-08-2017T09:45:00Z,COJ,clma,2m0a
31-08-2017T14:15:00Z,31-08-2017T15:15:00Z,OGG,clma,2m0a
04-09-2017T08:45:00Z,04-09-2017T09:45:00Z,COJ,clma,2m0a
04-09-2017T08:45:00Z,04-09-2017T09:45:00Z,COJ,clma,0m4b
04-09-2017T14:15:00Z,04-09-2017T15:15:00Z,OGG,clma,2m0a
04-09-2017T14:15:00Z,04-09-2017T15:15:00Z,OGG,clma,0m4a
07-09-2017T08:45:00Z,07-09-2017T09:45:00Z,COJ,clma,2m0a
07-09-2017T08:45:00Z,07-09-2017T09:45:00Z,COJ,clma,0m4b
07-09-2017T14:15:00Z,07-09-2017T15:15:00Z,OGG,clma,2m0a
07-09-2017T14:15:00Z,07-09-2017T15:15:00Z,OGG,clma,0m4a
11-09-2017T08:45:00Z,11-09-2017T09:45:00Z,COJ,clma,2m0a
11-09-2017T08:45:00Z,11-09-2017T09:45:00Z,COJ,clma,0m4b
11-09-2017T14:30:00Z,11-09-2017T15:30:00Z,OGG,clma,2m0a
11-09-2017T14:30:00Z,11-09-2017T15:30:00Z,OGG,clma,0m4a
14-09-2017T08:45:00Z,14-09-2017T09:45:00Z,COJ,clma,2m0a
14-09-2017T08:45:00Z,14-09-2017T09:45:00Z,COJ,clma,0m4b
14-09-2017T14:30:00Z,14-09-2017T15:30:00Z,OGG,clma,2m0a
14-09-2017T14:30:00Z,14-09-2017T15:30:00Z,OGG,clma,0m4a
18-09-2017T09:00:00Z,18-09-2017T10:00:00Z,COJ,clma,2m0a
18-09-2017T09:00:00Z,18-09-2017T10:00:00Z,COJ,clma,0m4b
18-09-2017T14:30:00Z,18-09-2017T15:30:00Z,OGG,clma,2m0a
18-09-2017T14:30:00Z,18-09-2017T15:30:00Z,OGG,clma,0m4a
21-09-2017T09:00:00Z,21-09-2017T10:00:00Z,COJ,clma,2m0a
21-09-2017T09:00:00Z,21-09-2017T10:00:00Z,COJ,clma,0m4b
21-09-2017T14:30:00Z,21-09-2017T15:30:00Z,OGG,clma,2m0a
21-09-2017T14:30:00Z,21-09-2017T15:30:00Z,OGG,clma,0m4a
25-09-2017T09:00:00Z,25-09-2017T10:00:00Z,COJ,clma,2m0a
25-09-2017T09:00:00Z,25-09-2017T10:00:00Z,COJ,clma,0m4b
25-09-2017T14:30:00Z,25-09-2017T15:30:00Z,OGG,clma,2m0a
25-09-2017T14:30:00Z,25-09-2017T15:30:00Z,OGG,clma,0m4a
28-09-2017T09:00:00Z,28-09-2017T10:00:00Z,COJ,clma,2m0a
28-09-2017T09:00:00Z,28-09-2017T10:00:00Z,COJ,clma,0m4b
28-09-2017T14:30:00Z,28-09-2017T15:30:00Z,OGG,clma,2m0a
28-09-2017T14:30:00Z,28-09-2017T15:30:00Z,OGG,clma,0m4a
02-10-2017T09:00:00Z,02-10-2017T10:00:00Z,COJ,clma,2m0a
02-10-2017T09:00:00Z,02-10-2017T10:00:00Z,COJ,clma,0m4b
02-10-2017T14:30:00Z,02-10-2017T15:30:00Z,OGG,clma,2m0a
02-10-2017T14:30:00Z,02-10-2017T15:30:00Z,OGG,clma,0m4a
05-10-2017T09:00:00Z,05-10-2017T10:00:00Z,COJ,clma,2m0a
05-10-2017T09:00:00Z,05-10-2017T10:00:00Z,COJ,clma,0m4b
05-10-2017T14:30:00Z,05-10-2017T15:30:00Z,OGG,clma,2m0a
05-10-2017T14:30:00Z,05-10-2017T15:30:00Z,OGG,clma,0m4a
09-10-2017T09:00:00Z,09-10-2017T10:00:00Z,COJ,clma,2m0a
09-10-2017T09:00:00Z,09-10-2017T10:00:00Z,COJ,clma,0m4b
09-10-2017T14:30:00Z,09-10-2017T15:30:00Z,OGG,clma,2m0a
09-10-2017T14:30:00Z,09-10-2017T15:30:00Z,OGG,clma,0m4a
12-10-2017T09:15:00Z,12-10-2017T10:15:00Z,COJ,clma,2m0a
12-10-2017T09:15:00Z,12-10-2017T10:15:00Z,COJ,clma,0m4b
12-10-2017T14:30:00Z,12-10-2017T15:30:00Z,OGG,clma,2m0a
12-10-2017T14:30:00Z,12-10-2017T15:30:00Z,OGG,clma,0m4a
16-10-2017T09:15:00Z,16-10-2017T10:15:00Z,COJ,clma,2m0a
16-10-2017T09:15:00Z,16-10-2017T10:15:00Z,COJ,clma,0m4b
16-10-2017T14:30:00Z,16-10-2017T15:30:00Z,OGG,clma,2m0a
16-10-2017T14:30:00Z,16-10-2017T15:30:00Z,OGG,clma,0m4a
19-10-2017T09:15:00Z,19-10-2017T10:15:00Z,COJ,clma,2m0a
19-10-2017T09:15:00Z,19-10-2017T10:15:00Z,COJ,clma,0m4b
19-10-2017T14:30:00Z,19-10-2017T15:30:00Z,OGG,clma,2m0a
19-10-2017T14:30:00Z,19-10-2017T15:30:00Z,OGG,clma,0m4a
23-10-2017T09:15:00Z,23-10-2017T10:15:00Z,COJ,clma,2m0a
23-10-2017T09:15:00Z,23-10-2017T10:15:00Z,COJ,clma,0m4b
23-10-2017T14:30:00Z,23-10-2017T15:30:00Z,OGG,clma,2m0a
23-10-2017T14:30:00Z,23-10-2017T15:30:00Z,OGG,clma,0m4a
26-10-2017T09:15:00Z,26-10-2017T10:15:00Z,COJ,clma,2m0a
26-10-2017T09:15:00Z,26-10-2017T10:15:00Z,COJ,clma,0m4b
26-10-2017T14:30:00Z,26-10-2017T15:30:00Z,OGG,clma,2m0a
26-10-2017T14:30:00Z,26-10-2017T15:30:00Z,OGG,clma,0m4a
30-10-2017T09:30:00Z,30-10-2017T10:30:00Z,COJ,clma,2m0a
30-10-2017T09:30:00Z,30-10-2017T10:30:00Z,COJ,clma,0m4b
30-10-2017T14:30:00Z,30-10-2017T15:30:00Z,OGG,clma,2m0a
30-10-2017T14:30:00Z,30-10-2017T15:30:00Z,OGG,clma,0m4a
02-11-2017T09:30:00Z,02-11-2017T10:30:00Z,COJ,clma,2m0a
02-11-2017T09:30:00Z,02-11-2017T10:30:00Z,COJ,clma,0m4b
02-11-2017T14:45:00Z,02-11-2017T15:45:00Z,OGG,clma,2m0a
02-11-2017T14:45:00Z,02-11-2017T15:45:00Z,OGG,clma,0m4a
06-11-2017T09:30:00Z,06-11-2017T10:30:00Z,COJ,clma,2m0a
06-11-2017T09:30:00Z,06-11-2017T10:30:00Z,COJ,clma,0m4b
06-11-2017T14:45:00Z,06-11-2017T15:45:00Z,OGG,clma,2m0a
06-11-2017T14:45:00Z,06-11-2017T15:45:00Z,OGG,clma,0m4a
09-11-2017T09:30:00Z,09-11-2017T10:30:00Z,COJ,clma,2m0a
09-11-2017T09:30:00Z,09-11-2017T10:30:00Z,COJ,clma,0m4b
09-11-2017T14:45:00Z,09-11-2017T15:45:00Z,OGG,clma,2m0a
09-11-2017T14:45:00Z,09-11-2017T15:45:00Z,OGG,clma,0m4a
13-11-2017T09:45:00Z,13-11-2017T10:45:00Z,COJ,clma,2m0a
13-11-2017T09:45:00Z,13-11-2017T10:45:00Z,COJ,clma,0m4b
13-11-2017T14:45:00Z,13-11-2017T15:45:00Z,OGG,clma,2m0a
13-11-2017T14:45:00Z,13-11-2017T15:45:00Z,OGG,clma,0m4a
16-11-2017T09:45:00Z,16-11-2017T10:45:00Z,COJ,clma,2m0a
16-11-2017T09:45:00Z,16-11-2017T10:45:00Z,COJ,clma,0m4b
16-11-2017T14:45:00Z,16-11-2017T15:45:00Z,OGG,clma,2m0a
16-11-2017T14:45:00Z,16-11-2017T15:45:00Z,OGG,clma,0m4a
20-11-2017T09:45:00Z,20-11-2017T10:45:00Z,COJ,clma,2m0a
20-11-2017T09:45:00Z,20-11-2017T10:45:00Z,COJ,clma,0m4b
20-11-2017T14:45:00Z,20-11-2017T15:45:00Z,OGG,clma,2m0a
20-11-2017T14:45:00Z,20-11-2017T15:45:00Z,OGG,clma,0m4a
23-11-2017T10:00:00Z,23-11-2017T11:00:00Z,COJ,clma,2m0a
23-11-2017T10:00:00Z,23-11-2017T11:00:00Z,COJ,clma,0m4b
23-11-2017T14:45:00Z,23-11-2017T15:45:00Z,OGG,clma,2m0a
23-11-2017T14:45:00Z,23-11-2017T15:45:00Z,OGG,clma,0m4a
27-11-2017T10:00:00Z,27-11-2017T11:00:00Z,COJ,clma,2m0a
27-11-2017T10:00:00Z,27-11-2017T11:00:00Z,COJ,clma,0m4b
27-11-2017T14:45:00Z,27-11-2017T15:45:00Z,OGG,clma,2m0a
27-11-2017T14:45:00Z,27-11-2017T15:45:00Z,OGG,clma,0m4a
30-11-2017T10:00:00Z,30-11-2017T11:00:00Z,COJ,clma,2m0a
30-11-2017T10:00:00Z,30-11-2017T11:00:00Z,COJ,clma,0m4b
30-11-2017T14:45:00Z,30-11-2017T15:45:00Z,OGG,clma,2m0a
30-11-2017T14:45:00Z,30-11-2017T15:45:00Z,OGG,clma,0m4a
