Day,Date,UT Start,UT End,Site,Tel,Local Start,Local End
Thursday,10-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,10-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Friday,11-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,11-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Friday,11-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,11-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Tuesday,15-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,15-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Tuesday,15-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,15-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,16-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,16-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,16-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,16-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,17-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,17-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Thursday,17-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,17-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Friday,18-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,18-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Friday,18-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,18-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Tuesday,22-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,22-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Tuesday,22-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,22-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,23-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,23-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,23-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,23-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,24-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,24-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Thursday,24-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,24-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Friday,25-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Friday,25-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Friday,25-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Friday,25-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Tuesday,29-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Tuesday,29-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Tuesday,29-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Tuesday,29-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Wednesday,30-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Wednesday,30-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Wednesday,30-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Wednesday,30-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
Thursday,31-May,8:15:00,8:45:00,COJ,2m0a,9:15:00,9:45:00
Thursday,31-May,8:15:00,8:45:00,COJ,0m4a,9:15:00,9:45:00
Thursday,31-May,14:15:00,14:45:00,OGG,2m0a,15:15:00,15:45:00
Thursday,31-May,14:15:00,14:45:00,OGG,0m4b,15:15:00,15:45:00
